alltags,category,subcategory,label
5,2,34,5.43
16,2,22,6.19
23,4,46,4.39
20,1,5,9.96
47,4,48,9.60
8,4,49,3.17
17,1,6,6.52
57,4,48,8.90
10,1,9,9.59
57,9,70,7.38
10,6,62,7.11
8,4,44,3.32
15,3,40,6.52
22,7,65,8.08
14,3,39,6.23
39,2,29,7.20
6,2,20,2.32
6,2,28,4.25
10,4,46,6.69
14,2,18,9.39
15,9,71,8.15
71,6,55,10.51
14,6,59,6.51
62,1,5,3.81
25,10,76,8.01
8,5,50,8.57
9,4,45,9.52
31,2,22,7.62
54,1,11,13.55
16,4,44,7.16
13,2,25,6.55
38,6,55,9.59
69,3,39,10.23
20,2,19,5.52
35,6,55,7.79
4,3,41,3.17
8,7,66,4.32
4,4,48,3.81
25,9,73,1.00
18,4,49,5.49
35,5,51,6.81
34,2,22,4.91
47,2,31,8.73
16,7,67,8.64
15,1,4,2.00
12,1,4,6.66
22,3,39,6.44
22,2,22,9.68
6,9,71,3.00
3,4,43,2.81
25,9,73,6.41
15,2,19,7.92
13,2,32,5.67
5,1,10,5.55
72,2,17,7.26
18,9,73,5.25
21,4,47,4.86
74,4,44,7.74
11,2,18,7.43
23,4,44,5.95
25,4,49,5.70
4,3,38,6.48
53,10,75,5.25
27,1,9,11.18
8,4,45,5.04
51,6,59,6.58
6,10,76,5.61
18,4,48,5.13
33,2,24,13.72
17,4,44,4.52
7,4,47,5.58
10,6,56,7.88
12,2,18,7.96
11,9,73,6.30
32,2,32,4.52
19,6,56,7.94
42,10,75,8.95
34,3,40,3.91
9,7,64,3.81
50,2,35,8.77
10,6,58,2.58
10,4,48,4.00
28,10,76,7.57
10,2,16,8.41
55,10,75,4.91
10,4,44,5.49
4,9,73,5.46
13,11,77,5.91
11,7,63,5.67
75,2,18,11.25
13,1,4,6.27
5,1,6,8.89
14,3,39,3.17
39,2,25,7.08
34,6,59,5.04
3,7,65,3.46
52,5,50,10.23
11,5,52,1.00
9,6,61,5.36
31,1,5,5.98
32,10,76,4.70
23,1,1,7.08
11,10,75,7.38
12,1,8,11.32
26,4,47,7.00
12,10,75,6.86
7,9,73,8.25
9,3,38,6.44
4,3,41,3.70
7,9,73,8.08
24,6,56,6.11
11,4,49,5.78
7,7,67,1.58
4,1,9,5.39
44,2,20,8.61
7,4,47,4.39
55,2,27,8.32
42,2,18,6.61
44,7,65,5.91
40,4,47,8.68
25,4,49,4.95
8,1,5,6.54
13,1,15,7.02
73,1,5,9.93
29,1,5,11.70
38,7,63,7.00
9,9,72,8.36
26,6,62,11.76
54,4,48,9.87
23,9,73,6.41
9,4,45,3.17
7,10,76,4.25
28,2,34,5.32
7,3,39,5.04
7,1,7,11.63
58,2,29,6.85
14,6,62,7.65
16,2,27,6.73
4,4,43,1.58
26,1,8,8.12
13,10,76,8.98
70,6,62,8.17
13,9,73,7.71
27,4,44,4.75
2,11,77,7.86
18,4,46,2.81
10,5,53,3.32
20,2,22,5.73
9,5,51,5.86
27,2,29,5.49
19,1,8,7.52
14,4,49,5.04
20,1,10,5.52
18,1,4,3.32
9,2,28,4.39
5,4,47,3.91
21,2,32,8.17
38,2,28,5.58
30,4,45,10.33
9,5,51,4.09
12,1,5,6.54
30,3,38,9.35
55,5,53,6.55
9,5,51,4.52
6,3,38,5.98
22,4,48,5.73
33,1,8,9.24
14,9,73,8.74
62,4,45,6.78
18,1,7,7.08
66,1,5,8.26
12,2,27,9.70
10,2,34,4.81
6,2,34,4.91
7,7,65,8.27
22,1,9,7.96
6,3,38,3.17
26,4,45,5.00
10,4,47,4.46
23,1,5,15.57
27,1,15,6.46
26,6,62,8.88
38,2,29,3.70
7,3,39,5.95
9,4,48,4.70
5,6,55,8.48
10,4,48,6.34
26,4,44,5.64
9,1,5,9.15
22,7,65,5.36
26,7,65,9.07
8,5,52,5.46
29,5,50,5.61
10,2,22,6.49
13,3,40,10.54
21,2,29,4.46
55,1,2,8.82
9,11,77,7.40
7,3,38,4.09
7,2,33,6.57
11,3,38,8.37
13,4,46,4.64
6,4,49,4.17
32,4,45,6.02
24,7,64,5.36
9,8,68,8.18
4,4,47,5.78
9,2,22,5.88
7,1,4,5.21
12,6,55,11.47
7,4,47,5.09
25,5,50,11.33
11,2,17,1.00
35,6,59,8.55
28,3,38,5.25
51,3,39,6.94
24,10,75,4.32
8,1,4,4.00
73,7,67,11.52
8,4,47,10.96
72,5,53,10.11
15,4,48,8.47
13,9,2,8.42
48,2,35,7.75
8,10,76,8.03
10,1,5,9.24
23,4,45,8.61
2,3,40,2.32
11,2,32,7.68
70,4,48,5.25
26,1,8,2.81
26,2,22,9.72
2,1,15,7.04
25,7,65,8.46
14,3,38,8.35
7,3,38,2.32
26,5,50,4.91
14,11,77,6.11
21,2,29,5.13
11,2,32,2.32
12,6,55,7.15
4,6,56,2.58
8,7,65,8.94
23,4,44,6.04
53,9,72,6.04
11,2,35,3.58
2,2,25,6.34
6,9,73,8.25
7,3,38,2.00
30,4,44,5.98
35,7,67,8.39
69,3,38,10.50
31,6,57,3.46
11,5,53,11.63
4,9,73,2.81
19,6,56,8.06
36,6,56,4.91
6,2,33,4.58
41,2,32,4.46
29,11,77,9.42
13,1,8,6.94
13,9,71,4.52
9,1,9,5.86
11,1,6,11.15
48,1,5,6.55
16,7,66,4.70
70,4,48,7.55
15,8,68,8.72
9,3,38,8.12
13,4,46,8.71
13,4,44,5.04
26,1,2,6.69
5,5,50,2.81
8,3,39,6.63
15,2,17,6.23
12,4,48,5.55
20,2,19,7.94
3,4,47,5.39
30,2,29,5.78
11,8,68,5.64
20,2,23,3.00
62,9,73,6.23
55,1,6,9.68
9,1,10,9.47
4,4,48,7.45
19,4,45,4.81
13,3,40,7.00
21,3,38,8.75
28,2,19,7.29
20,11,77,7.97
48,4,45,5.17
15,2,19,4.75
15,2,19,6.75
15,2,25,8.52
15,4,48,5.04
3,6,55,9.84
15,2,19,6.92
7,1,4,10.64
38,1,2,7.52
7,4,49,4.09
2,2,25,6.02
10,1,5,6.70
52,9,70,8.19
25,2,32,6.09
4,7,67,6.88
62,4,45,6.27
58,4,48,6.07
20,1,5,6.94
7,1,11,3.91
51,3,39,8.22
54,4,47,5.09
33,1,9,7.08
10,9,73,2.81
21,2,31,5.09
25,1,2,7.58
22,2,32,5.39
10,1,5,6.89
4,1,6,8.79
6,7,65,1.58
18,1,5,8.77
10,2,25,7.31
8,3,39,8.37
27,7,64,9.88
9,2,24,5.64
47,3,39,4.39
8,2,26,7.93
30,2,29,4.39
38,2,34,6.15
21,1,10,10.44
8,4,47,7.84
28,10,75,4.64
5,2,28,4.58
6,9,70,5.09
15,1,8,11.27
7,9,73,7.13
61,2,23,7.24
22,6,57,6.74
27,3,39,8.90
3,3,40,2.32
4,2,23,5.83
8,2,18,9.34
27,8,68,10.22
9,2,28,4.00
10,9,73,8.41
66,1,8,8.26
4,4,48,4.95
20,2,22,7.22
5,7,66,7.75
1,2,25,3.46
40,5,50,6.73
7,5,53,6.27
6,4,48,6.79
3,1,11,3.58
12,2,18,5.32
29,3,41,7.44
64,4,45,10.24
41,3,39,5.58
10,1,5,9.24
10,1,8,6.60
21,2,33,6.07
19,1,6,11.36
3,3,38,5.21
15,10,75,1.00
6,2,25,4.46
4,1,4,6.27
11,10,75,4.39
7,7,65,5.61
25,9,70,9.54
58,6,55,8.39
48,2,28,9.28
7,4,46,4.25
10,4,44,6.07
6,2,25,8.16
16,7,65,9.43
55,2,29,5.29
26,2,27,9.88
25,10,75,6.94
49,9,73,5.70
12,2,17,6.89
9,2,25,7.55
28,10,75,8.15
4,1,10,4.39
10,2,19,6.21
3,7,65,5.39
56,6,58,3.32
8,1,5,6.54
63,9,73,7.58
11,7,65,3.81
22,6,56,8.63
5,3,39,1.00
16,1,1,5.29
4,11,77,2.32
14,2,28,5.52
7,6,62,8.27
14,1,15,3.70
45,2,23,5.93
73,3,40,9.69
6,2,33,5.13
7,4,46,4.00
4,9,73,2.32
17,3,39,4.25
20,5,50,5.25
14,5,50,6.88
18,4,44,4.17
13,3,38,9.39
16,2,32,9.64
4,5,51,7.63
60,1,5,9.66
17,10,75,3.70
7,4,47,4.17
69,7,66,10.17
19,2,27,2.58
47,10,75,6.48
6,1,9,4.52
31,6,57,3.81
22,7,65,5.73
58,3,40,5.64
75,6,56,10.81
7,4,47,4.39
35,3,38,7.64
10,4,46,7.18
8,3,41,5.61
24,1,9,9.98
31,8,69,3.17
4,2,28,7.11
45,10,75,5.29
6,9,71,4.32
7,4,46,7.88
45,1,11,7.52
20,6,56,8.79
56,4,47,7.71
12,6,58,7.23
16,9,70,5.25
3,2,24,5.70
10,1,4,9.37
2,1,4,3.32
5,4,47,3.91
6,5,50,1.00
2,6,62,4.91
21,4,47,5.98
14,1,7,6.38
6,3,39,5.52
29,11,77,10.09
24,7,64,8.19
8,7,65,3.70
6,4,47,3.17
17,4,45,5.25
50,5,50,7.02
7,4,48,5.61
8,3,38,4.95
8,10,76,2.00
41,10,76,5.49
10,1,5,6.52
64,1,8,9.38
16,3,39,4.64
13,1,9,3.81
54,4,47,7.88
15,2,22,6.07
39,6,58,7.94
65,11,77,7.07
31,7,67,6.46
7,7,65,5.46
18,1,6,5.73
68,6,62,7.67
10,10,75,7.74
34,5,51,3.00
19,2,29,4.70
10,4,47,4.64
72,4,47,9.54
50,11,77,8.58
7,4,49,5.04
9,7,65,8.01
12,2,32,2.32
11,7,64,3.91
48,2,35,6.32
9,2,34,4.75
7,1,11,4.00
4,2,19,5.46
42,4,48,6.29
22,7,65,4.91
7,6,55,7.31
3,6,56,4.46
18,9,73,4.95
28,11,77,9.15
58,2,29,5.67
21,3,38,11.06
72,3,40,9.85
66,1,5,8.68
58,9,72,4.00
62,1,6,7.89
17,4,49,6.75
18,4,43,7.29
74,6,60,8.43
10,9,70,10.86
5,4,47,4.70
7,4,47,5.13
30,4,48,9.23
4,2,19,10.28
13,1,8,10.72
18,2,25,6.27
12,2,17,7.17
46,1,8,10.48
10,4,46,6.79
29,2,35,6.94
23,4,44,6.23
30,4,44,5.73
8,5,52,5.91
48,1,10,7.19
15,1,4,5.17
75,2,34,10.66
5,2,33,5.95
13,7,64,6.82
30,6,57,3.81
41,4,45,7.13
21,10,76,10.90
13,4,44,2.00
25,2,34,7.02
14,7,65,6.15
11,2,28,10.62
39,2,29,7.33
24,1,8,7.85
70,4,48,6.95
26,4,47,7.22
10,1,4,3.70
4,4,47,3.81
13,6,56,1.58
50,1,8,12.44
26,9,73,4.17
15,1,8,11.28
70,1,2,10.62
10,5,51,5.39
56,2,22,5.13
12,2,35,10.21
57,9,73,9.60
8,4,49,5.46
12,1,6,6.43
22,7,65,4.91
12,4,47,5.49
12,2,28,4.39
9,2,28,6.77
12,11,77,9.20
8,1,10,6.93
28,3,41,8.67
18,4,47,7.11
30,4,47,8.34
7,3,38,1.00
16,2,25,7.93
66,1,5,8.13
23,2,28,6.07
24,10,76,3.58
17,7,67,5.55
8,3,39,4.00
44,1,5,7.36
34,5,51,6.51
25,10,76,3.17
18,9,73,10.23
4,9,71,4.64
34,2,29,6.09
75,1,8,8.78
5,5,51,3.70
16,9,73,3.91
4,4,47,4.09
57,9,70,7.55
7,2,33,7.95
22,6,56,9.32
6,4,48,5.70
12,3,38,8.58
55,10,75,6.04
16,6,60,3.70
10,3,38,8.62
4,4,45,3.70
23,4,46,3.46
16,5,50,2.58
33,4,45,6.87
4,4,49,4.95
13,10,75,8.08
4,3,38,7.03
16,7,65,7.49
2,2,28,5.67
7,2,24,4.52
43,4,49,4.81
13,6,56,11.14
11,1,9,2.81
10,4,46,6.94
11,5,51,3.00
25,3,38,7.09
30,4,47,11.91
5,4,47,7.34
75,3,40,7.99
13,4,45,10.72
16,4,48,6.00
31,7,63,6.19
18,4,49,6.48
50,1,8,7.30
8,9,73,7.68
14,2,22,3.00
3,3,38,4.64
7,2,24,5.00
25,4,47,6.75
5,6,56,4.81
8,9,73,7.26
3,6,57,8.16
41,1,7,6.60
1,7,66,1.58
7,2,17,3.81
52,3,41,6.66
16,8,68,4.91
6,3,38,4.25
16,11,77,7.13
19,1,5,6.15
66,1,8,8.24
42,1,1,10.79
14,4,47,6.67
58,9,72,3.70
9,9,73,7.07
25,2,33,6.27
40,10,76,10.80
15,4,48,14.90
29,1,5,8.15
17,4,47,9.49
54,2,22,4.52
31,8,68,8.33
5,1,10,4.91
25,2,34,6.71
6,4,47,7.20
9,2,20,3.58
8,3,38,9.92
20,6,55,6.81
55,1,9,9.68
12,4,47,5.52
7,3,38,6.71
20,2,19,6.25
18,4,47,7.12
16,1,1,10.78
55,6,59,5.52
3,3,38,4.75
9,4,48,4.91
29,5,51,5.73
10,2,18,5.13
10,10,75,3.58
58,2,29,5.73
33,2,19,4.95
48,10,75,5.52
20,2,19,6.00
45,3,39,7.49
13,4,47,6.99
5,2,25,5.46
2,4,47,2.00
2,2,22,2.58
19,4,47,6.52
4,4,47,7.49
75,9,2,7.47
30,6,57,3.70
12,3,40,6.61
17,4,44,3.81
14,3,40,9.18
8,1,1,3.32
4,4,47,4.81
42,5,51,7.24
2,3,40,9.44
19,4,47,9.18
7,4,47,4.09
27,9,73,5.04
5,4,43,5.86
11,2,33,4.00
3,6,58,7.61
7,5,52,5.73
7,2,24,4.39
8,6,56,10.86
31,9,73,6.57
23,4,47,4.58
8,1,5,6.44
6,4,49,4.25
13,2,32,5.64
26,4,44,5.32
22,1,4,5.98
50,1,8,6.48
4,5,50,6.64
17,1,4,7.69
15,1,4,5.21
5,4,49,6.79
7,1,4,3.58
12,4,47,7.39
62,4,45,6.94
8,5,50,4.86
6,1,5,6.52
70,4,48,7.83
15,1,5,8.07
7,2,27,3.00
3,4,49,5.98
23,2,29,9.35
8,4,46,3.17
10,1,9,8.49
21,7,65,5.09
11,8,68,7.32
6,9,73,9.82
3,2,34,5.09
35,10,75,9.37
50,2,32,4.39
12,4,47,5.39
6,3,39,7.29
3,1,11,2.58
8,2,20,3.46
29,3,38,4.86
13,6,56,7.19
48,2,35,5.46
24,6,56,8.24
6,3,38,8.60
21,1,4,5.88
50,2,35,5.88
22,2,22,7.92
17,4,48,7.14
16,5,51,5.78
56,3,39,6.02
30,7,67,15.47
8,9,73,4.09
17,2,23,4.64
9,5,51,4.00
7,3,40,5.64
40,10,75,7.69
6,2,33,5.39
74,5,50,12.31
54,9,71,3.00
25,2,22,7.88
29,5,50,4.70
14,5,53,9.68
20,2,20,9.87
69,4,44,6.17
16,4,45,3.32
11,2,25,10.06
20,3,40,2.00
15,4,46,7.43
20,4,45,7.42
11,9,73,3.00
8,2,31,8.37
25,3,38,10.37
23,2,31,6.21
7,7,63,5.78
3,1,11,3.17
23,9,73,3.91
40,4,48,3.70
21,6,56,8.98
15,2,19,8.10
13,9,72,4.58
58,2,29,6.58
6,4,47,3.17
7,11,77,5.36
13,1,8,8.86
21,9,73,7.58
49,5,51,6.51
5,1,10,5.52
6,2,24,2.81
5,2,34,8.12
8,4,49,4.95
15,2,19,7.17
34,2,29,7.91
7,5,51,1.00
33,2,32,6.34
22,4,44,5.64
6,3,38,4.91
13,1,7,8.53
37,1,1,5.29
17,1,8,10.62
9,2,28,4.58
54,2,22,4.25
22,3,39,5.09
12,4,48,5.39
7,1,9,2.32
6,4,47,6.83
47,6,55,6.39
4,5,51,4.64
12,2,32,3.91
18,2,23,6.54
36,4,47,6.95
49,6,56,14.12
25,10,75,7.52
11,6,59,7.72
74,11,77,9.89
4,2,22,4.39
28,1,9,13.74
32,2,34,13.19
31,4,44,6.85
36,7,64,7.20
9,4,46,4.17
7,2,33,9.15
34,4,49,7.27
13,4,47,5.00
12,4,46,5.73
9,9,70,6.86
14,11,77,1.00
47,5,52,4.70
11,6,62,5.39
10,6,60,3.46
19,4,46,5.49
21,9,73,7.64
44,1,1,9.56
8,1,9,6.11
8,4,46,3.17
52,10,75,5.81
13,4,48,5.17
54,1,11,13.91
57,6,59,6.15
18,2,20,3.91
18,1,4,5.49
5,1,5,6.70
60,3,39,6.27
6,4,47,2.32
66,1,8,8.71
14,9,73,7.93
45,1,9,11.82
15,2,32,10.05
45,1,9,10.74
7,4,46,4.70
27,9,73,8.42
20,2,18,5.17
31,5,51,3.91
9,10,75,4.64
21,6,56,4.32
9,1,11,7.26
9,2,32,8.34
8,2,23,2.32
24,4,47,6.94
3,9,73,3.70
49,3,38,5.21
32,1,9,6.02
13,2,17,6.63
40,7,65,3.91
9,4,46,3.58
26,1,2,5.93
18,2,32,6.46
2,1,6,1.58
11,7,65,4.52
3,2,18,9.67
14,10,75,3.81
21,2,27,6.99
50,1,9,8.11
26,5,51,7.55
4,9,72,3.58
29,1,15,10.92
1,2,18,3.32
17,4,44,4.09
28,1,9,7.45
5,7,65,8.75
9,7,65,10.51
18,4,48,5.39
31,10,76,5.49
18,2,19,7.16
72,2,32,12.81
33,1,5,12.23
18,1,9,4.17
5,9,73,4.09
17,2,23,5.09
33,7,64,5.00
40,4,49,8.88
41,7,63,7.28
36,2,18,7.32
10,4,49,4.32
63,1,8,10.09
32,1,9,10.58
19,2,25,6.46
18,2,29,2.81
23,4,49,5.17
41,10,75,8.64
54,10,75,4.70
35,10,75,8.20
21,10,76,10.11
69,9,70,8.50
7,4,48,1.00
16,11,77,6.55
13,4,48,5.39
11,1,6,11.45
9,6,55,6.38
12,5,51,2.32
37,7,64,3.70
32,9,72,5.32
10,2,32,8.09
5,2,34,5.43
8,10,75,3.32
15,1,8,10.19
7,1,9,2.00
53,7,63,4.09
52,9,70,7.91
13,9,73,5.04
60,3,39,6.39
15,4,46,4.95
16,3,38,4.70
11,5,50,4.91
17,7,64,4.58
13,1,6,2.81
19,2,23,5.52
5,3,40,3.17
17,1,8,5.25
69,4,44,6.49
32,6,57,3.91
58,6,55,8.38
22,1,9,10.28
25,6,62,7.78
34,6,56,11.85
11,4,47,7.27
62,6,60,6.92
7,4,48,3.91
5,1,8,8.36
3,2,25,7.38
51,4,47,8.81
30,11,77,8.20
15,2,22,10.07
2,4,47,2.00
18,1,8,8.13
23,3,41,6.29
12,1,5,5.43
9,3,38,9.34
15,2,18,9.77
58,9,71,9.38
7,4,48,7.74
44,6,62,9.74
11,7,66,4.25
7,4,48,4.95
30,6,60,9.44
35,6,56,6.17
5,4,49,3.46
7,1,11,9.08
25,4,49,7.43
42,1,4,10.03
49,4,44,10.22
3,5,53,4.95
17,1,6,11.93
29,4,47,13.00
11,1,5,13.85
17,5,53,7.34
23,4,47,6.51
3,1,5,6.79
2,7,63,8.99
22,7,63,10.36
4,5,53,1.00
10,9,73,8.46
20,4,46,3.91
72,11,77,9.74
8,2,25,5.64
9,4,49,5.00
9,4,49,4.09
3,3,38,6.13
13,1,9,4.95
14,4,47,8.05
14,7,64,7.42
2,9,73,5.29
17,2,23,4.64
27,2,27,4.00
18,2,18,3.70
29,4,44,7.38
6,10,76,8.92
35,10,76,7.71
48,4,45,4.46
6,2,33,4.58
13,10,76,6.66
70,4,48,7.34
21,9,73,7.76
19,9,2,8.21
22,2,30,6.97
3,2,28,4.32
10,1,4,5.25
2,5,50,2.00
14,1,9,5.70
7,4,47,6.29
5,1,6,5.98
23,10,76,5.64
11,10,76,2.32
18,3,40,5.52
18,1,4,9.39
26,4,44,6.04
13,3,38,5.17
38,2,34,5.75
18,1,6,6.92
27,9,73,7.28
21,9,73,4.25
4,6,55,5.55
2,7,65,5.32
31,2,22,7.01
13,2,25,9.52
10,2,18,8.47
16,10,75,4.52
6,2,34,4.32
2,6,55,4.17
17,2,23,5.00
57,9,70,8.11
8,2,34,4.58
10,7,65,2.58
9,10,75,5.29
19,8,68,5.95
18,1,10,8.33
10,4,47,8.23
20,5,50,5.21
10,2,32,4.70
2,2,18,4.70
30,3,39,4.58
7,4,46,4.25
31,4,44,6.73
12,3,38,6.86
23,1,1,7.35
25,9,73,4.70
16,2,28,5.43
7,2,33,7.79
47,1,5,7.09
58,2,32,7.13
10,2,26,10.64
41,1,5,4.81
16,2,24,5.55
16,2,29,6.51
12,3,40,7.19
36,1,11,5.81
60,3,39,6.29
35,1,5,5.88
11,2,28,6.67
23,3,39,5.39
7,6,56,5.43
6,7,65,6.55
16,9,73,4.09
7,4,47,4.75
11,9,73,5.83
32,2,25,7.95
5,1,2,3.91
47,9,73,5.13
5,1,10,5.98
8,7,67,3.32
26,9,73,10.18
22,9,73,5.46
6,2,19,7.77
2,7,66,3.70
9,4,47,6.87
20,9,2,9.11
7,1,9,2.58
11,10,76,4.09
12,4,44,7.85
34,1,5,6.66
37,9,73,7.79
52,10,76,6.51
11,2,33,5.25
7,1,9,1.58
32,2,18,9.48
28,2,19,6.99
12,4,45,5.86
6,3,40,2.32
74,2,34,10.37
2,4,46,4.75
4,1,5,2.58
11,3,39,8.39
22,2,32,5.29
21,4,48,9.41
5,2,34,6.27
14,2,28,5.09
7,5,51,1.00
23,6,55,9.48
13,2,28,5.83
14,6,59,6.58
23,4,49,6.30
18,1,5,10.63
17,7,63,4.81
13,3,39,7.73
5,4,43,3.70
21,4,47,5.95
66,1,5,8.39
27,4,48,8.17
31,6,57,3.81
32,6,57,1.00
18,2,20,7.44
14,2,16,4.32
55,1,8,8.77
20,1,8,5.73
17,7,67,4.17
25,10,76,3.81
23,1,4,7.69
21,7,65,6.04
3,4,47,4.32
17,10,75,5.49
14,4,48,2.81
35,1,10,9.89
14,2,31,5.00
24,10,76,2.58
15,9,73,8.44
5,4,48,5.91
11,10,75,8.94
7,4,46,4.64
32,2,32,7.65
28,1,6,8.41
7,1,11,4.32
10,2,23,6.91
50,2,32,4.25
27,2,33,6.38
48,10,75,5.29
23,5,51,4.64
14,4,46,6.29
6,2,20,4.25
3,2,18,8.28
5,2,29,1.00
16,10,75,5.70
6,4,47,9.74
64,9,70,8.47
19,2,23,5.52
15,7,65,6.87
16,2,27,9.28
6,10,75,7.16
11,4,47,4.39
6,9,71,9.19
25,2,35,5.95
21,4,47,5.13
37,10,76,6.11
4,2,20,5.81
12,4,44,3.91
3,7,65,5.55
56,3,40,8.74
28,7,64,7.24
35,6,61,7.81
12,1,10,6.52
60,7,64,9.21
41,10,76,10.30
3,2,18,8.25
50,1,4,6.54
17,4,44,4.32
25,2,34,6.74
6,2,32,1.58
10,7,65,7.19
9,2,35,8.06
31,2,19,6.78
33,1,6,8.14
10,4,49,4.64
66,1,5,8.08
11,1,6,7.00
27,7,64,3.81
16,2,18,3.70
21,1,4,14.40
13,4,48,3.17
7,6,59,4.32
31,8,68,8.35
6,9,70,5.13
8,4,47,7.59
14,3,40,9.70
5,9,73,6.71
7,3,38,7.63
7,2,33,7.81
73,6,56,7.36
5,4,48,5.58
52,9,70,8.25
4,4,47,5.52
52,3,39,6.67
14,7,63,5.78
4,1,4,3.70
53,2,29,4.86
37,3,40,10.39
11,6,59,4.75
13,2,29,1.00
19,2,23,3.46
24,3,41,9.19
15,4,44,11.25
55,2,32,8.34
28,5,51,10.23
6,4,47,6.27
8,5,52,5.81
8,9,73,8.74
28,4,44,2.58
16,8,68,6.82
6,1,8,11.25
16,4,44,5.61
7,4,45,3.46
8,3,38,5.04
8,2,32,6.27
6,2,25,5.64
8,1,4,1.58
10,5,50,6.60
33,4,45,12.39
1,6,62,3.70
5,2,34,2.58
73,3,40,6.61
29,2,25,12.31
10,1,8,9.28
3,3,38,4.39
9,2,26,8.23
43,3,38,4.81
8,2,17,4.17
10,7,65,8.65
39,1,6,7.93
4,9,72,7.31
6,1,5,6.43
26,6,56,7.85
35,2,25,8.95
7,3,38,3.32
26,9,73,9.77
27,2,25,9.70
18,10,76,7.43
10,6,55,7.29
11,2,16,7.92
61,1,5,8.48
37,9,73,8.03
21,9,73,4.39
24,3,39,3.81
7,2,28,4.58
75,3,38,15.49
58,3,40,5.49
73,3,38,6.30
14,2,25,5.21
33,10,76,7.35
18,4,48,5.29
21,9,2,8.67
2,4,49,4.25
68,5,51,10.27
1,2,25,4.25
26,2,32,3.32
20,10,75,5.32
15,1,9,12.86
7,1,5,5.61
12,2,29,5.04
8,5,52,5.81
13,3,39,6.11
47,3,38,2.81
23,4,47,6.82
6,4,47,1.58
10,4,47,5.58
6,4,49,5.32
4,3,39,8.68
8,1,2,7.67
49,2,20,7.23
19,1,2,6.94
63,3,38,12.42
19,1,8,7.49
34,6,55,8.80
50,2,32,4.52
13,4,44,4.64
3,3,38,8.52
10,1,8,9.70
22,7,65,5.04
10,10,76,8.43
34,3,38,4.25
36,1,8,9.37
7,2,31,4.32
2,1,6,2.00
61,7,63,8.94
61,1,9,4.09
62,4,45,6.38
6,3,40,5.04
8,7,67,3.17
19,4,47,9.67
31,1,6,6.29
8,1,9,5.00
9,1,8,8.65
33,8,68,10.16
52,9,70,8.04
12,5,51,3.46
16,3,41,4.70
22,1,5,6.11
32,9,72,4.75
3,1,9,6.07
10,1,5,6.75
31,9,73,8.54
7,1,14,4.32
62,1,5,3.46
15,7,65,7.08
2,9,73,4.09
5,3,39,4.91
46,3,39,7.72
35,2,31,6.98
71,4,48,6.91
7,4,46,4.17
28,2,32,6.44
5,5,50,2.58
6,8,68,7.00
10,4,44,1.58
8,4,47,11.36
10,4,47,2.58
30,3,39,4.39
15,2,27,7.91
7,4,47,1.58
19,2,29,10.17
2,3,40,4.95
26,3,39,6.17
43,2,25,11.01
13,1,5,3.58
19,6,55,5.09
4,1,5,5.09
33,7,64,4.95
15,2,20,4.00
47,3,39,2.81
10,2,22,6.54
22,3,40,7.42
15,2,27,6.02
35,10,75,5.36
5,4,49,3.46
6,7,65,3.32
5,2,34,6.29
45,3,39,7.31
5,1,6,9.28
3,1,8,6.00
23,6,57,3.32
47,3,39,3.91
24,10,75,5.78
14,6,62,14.40
63,1,8,9.76
17,2,34,6.02
9,9,73,5.73
66,4,44,8.08
26,4,44,6.91
5,3,39,1.00
61,4,47,5.93
75,3,39,14.08
62,1,5,8.26
17,2,19,6.09
49,3,38,5.00
5,1,6,4.39
16,2,22,5.21
14,3,40,3.91
30,2,31,4.70
21,4,47,12.79
5,2,34,8.71
9,4,48,4.39
43,4,47,6.87
18,1,8,11.98
38,9,71,5.21
15,6,59,6.44
12,4,46,5.55
19,6,55,8.42
20,2,29,6.17
13,1,7,8.55
21,2,34,3.00
10,9,73,3.17
68,11,77,11.56
42,1,4,8.72
24,2,21,2.58
7,2,25,8.06
15,6,56,12.23
20,11,77,9.44
2,4,47,5.61
5,1,6,5.73
17,3,39,5.25
19,1,5,11.17
6,5,50,1.00
72,2,17,6.73
9,2,33,8.24
9,1,11,7.47
9,1,9,5.81
29,6,57,2.58
24,2,27,4.00
58,9,72,4.00
4,2,31,4.32
25,6,57,11.89
39,5,52,5.83
9,4,47,7.64
2,4,46,5.70
9,4,48,5.00
10,2,22,6.15
23,2,18,9.61
53,2,32,9.41
5,5,51,3.81
7,9,72,4.52
7,1,11,3.91
11,6,62,5.70
13,3,40,5.81
12,1,8,11.12
32,9,72,4.95
7,4,48,9.32
40,3,39,6.98
15,6,59,10.45
10,3,38,6.00
14,1,5,7.88
21,9,73,10.81
30,9,73,7.21
20,2,19,5.88
52,1,8,6.57
8,2,23,2.00
8,7,64,1.58
8,3,39,4.17
14,11,77,1.00
7,2,22,8.29
6,3,39,5.52
15,3,39,5.61
9,7,66,3.91
6,11,77,9.28
11,10,75,6.00
6,2,34,4.39
10,1,5,10.19
20,9,70,6.46
9,2,28,4.17
21,2,27,7.01
20,2,27,2.81
4,7,63,4.64
17,1,8,11.59
18,4,44,4.00
48,2,35,5.43
15,1,11,6.25
8,7,65,4.25
53,1,6,11.27
8,3,40,8.85
74,4,44,7.07
50,9,70,7.19
42,2,29,4.64
32,7,64,10.38
43,1,6,4.91
15,2,19,7.06
4,4,43,2.32
15,2,27,7.63
8,6,60,4.09
18,1,4,4.75
